split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
train,windows_nonoverlap,bos_taurus,bos_taurus:20,100000,99999,1.4570733182917768,1.4574545745457455,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4115982230287045,0.005402901995694265,0.6444006039819214,0.790967100954731,100000,25000,27274,26072,24540,0.7287272872728727,0.18218,0.6679621617657843
train,windows_nonoverlap,bos_taurus,bos_taurus:21,100000,99999,1.3777804288052646,1.3783337833378333,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.40894525503972545,0.005516275996342301,0.6376027420046739,0.7764073890139116,100000,25000,27325,26232,24620,0.6891668916689166,0.17229,0.6305215004574566
train,windows_nonoverlap,bos_taurus,bos_taurus:22,100000,99999,1.431176147698977,1.4316143161431614,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4265899589227047,0.005421188034233637,0.6662247619824484,0.8127440820244374,100000,25000,27235,26058,24248,0.7158071580715807,0.17895,0.6570589315219387
train,windows_nonoverlap,bos_taurus,bos_taurus:23,100000,99999,1.5085310313552354,1.5087350873508736,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.43071516198688187,0.005312904017046094,0.6866690160095459,0.8247456719982438,100000,25000,28088,27013,25952,0.7543675436754368,0.18859,0.6714255197949303
train,windows_nonoverlap,bos_taurus,bos_taurus:24,100000,99999,1.3256970045286391,1.3261732617326174,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.39712632296141237,0.005378036934416741,0.6117477130028419,0.7591759029455716,100000,25000,26792,25831,23324,0.6630866308663087,0.16577,0.6187294714840251
train,windows_nonoverlap,bos_taurus,bos_taurus:25,100000,99999,1.4455195931353846,1.4460944609446094,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.40978610000456683,0.005187812043004669,0.6444156599900452,0.7829141720430925,100000,25000,27622,26674,24712,0.7230472304723047,0.18076,0.6544059083339367
train,windows_nonoverlap,bos_taurus,bos_taurus:26,100000,99999,1.2164373413753669,1.2164121641216412,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.41179555596318096,0.004903481967630796,0.6334574079955928,0.7748595599405235,100000,25000,25678,25371,22752,0.6082060820608206,0.15205,0.5921411324869538
train,windows_nonoverlap,bos_taurus,bos_taurus:27,100000,99999,1.3104434328034686,1.3108931089310893,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4051642240519868,0.005540863930946216,0.6271122599864611,0.7715032149135368,100000,25000,27756,26601,24960,0.6554465544655447,0.16386,0.590358841331604
train,windows_nonoverlap,bos_taurus,bos_taurus:28,100000,99999,1.1735366328272658,1.1736117361173612,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.40806514202267863,0.005453277946799062,0.6275673629861558,0.7659181269409601,100000,25000,22740,23319,19608,0.5868058680586806,0.1467,0.6451187335092349
train,windows_nonoverlap,bos_taurus,bos_taurus:29,100000,99999,1.5461759866622105,1.5462554625546256,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.41586438001831993,0.0052672940219054,0.6690059109969297,0.8002446150057949,100000,25000,23869,24791,21120,0.7731277312773128,0.19328,0.8097532364154343
train,windows_nonoverlap,bos_taurus,bos_taurus:3,100000,99999,1.2633760236528147,1.2639326393263932,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4208562949934276,0.005203845052164979,0.6394602510117693,0.7933595720824087,100000,25000,27326,26213,23932,0.6319663196631966,0.15799,0.5781673131815853
train,windows_nonoverlap,bos_taurus,bos_taurus:4,100000,99999,0.5091742494573384,0.5096050960509605,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4002326850168174,0.005097084940643981,0.5636993739899481,0.7067760229401756,100000,25000,3529,3990,2884,0.25480254802548025,0.0637,1.8050439217908756
